fixedPlayerID,fixedBackgroundName,fixedBackgroundSeason,fixedBackgroundList,fixedBackgroundTeam,fixedBackgroundDraft,fixedBackgroundPick,fixedBackgroundAge,fixedBackgroundU18Champs,fixedBackgroundStateLeague,fixedPositionPosition,fixedBackgroundReserves,fixedSplitsRegularCBA,fixedSplitsRegularKICKIN,fixedSplitsH1CBA,fixedSplitsH1KICKIN,fixedSplitsH2CBA,fixedSplitsH2KICKIN,fixedSplitsLast5CBA,fixedSplitsLast5KICKIN,fixedSplitsFinalsCBA,fixedSplitsFinalsKICKIN,fixedPracticeCBA,fixedPracticeKICKIN,fixedPreseasonCBA,fixedPreseasonKICKIN,fixedBestMatches,fixedBestCBA,fixedBestTOG,fixed2022Matches,fixed2022CBA,fixed2022TOG,fixed2021Matches,fixed2021CBA,fixed2021TOG,fixed2020Matches,fixed2020CBA,fixed2020TOG,fixed2019Matches,fixed2019TOG,fixed2018Matches,fixed2018TOG,fixed2017Matches,fixed2017TOG
CD_I240399,Lance Franklin,19,Snr,SYD,2004 National,5,36,none,none,FWD,none,0,0,0,0,0,0,0,0,0,0,none,none,none,none,26,0,97.9,23,0,89.2173913,18,0,89.72222222,zero,zero,zero,10,87.8,19,92.5,24,92.5
CD_I996765,Tom Papley,8,Snr,SYD,2015 Rookie,14,26,none,none,FWD,none,30.875,0,22.33333333,0,36,0,29.2,0,33.66666667,0,none,none,none,none,23,31.31578947,88.76470588,19,31.31578947,78.94736842,23,8.652173913,87.30434783,17,19.44952049,88.76470588,22,84.9,20,80.7,20,79.7
CD_I1000953,Harry McKay,8,Snr,CARL,2015 National,10,25,none,none,FWD,none,0,0,0,0,0,0,0,0,none,none,none,none,none,none,20,0,91.89473684,19,0,91.89473684,19,0,86.15789474,13,0,87.76923077,20,85.8,13,80.8,2,68.5
CD_I1002404,Aaron Naughton,6,Snr,WB,2017 National,9,23,61.5,81 [WAFL Colts],FWD,none,0,0,0,0,0,0,0,0,0,0,none,none,none,none,25,0.568181818,85.90909091,22,0,85.90909091,25,0.12,81.64,12,0.568181818,76.66666667,23,85.3,18,83.4,none,none
CD_I292128,Elliot Yeo,12,Snr,WCE,2011 National,30,29,none,none,DEF,49,13.2,17.8,33,0,0,29.66666667,none,none,none,none,none,none,none,none,25,82.40622925,88.3,5,13.2,60.2,12,77.91666667,76.58333333,10,82.40622925,80.4,23,81,25,87.2,23,86
CD_I298111,Jeremy Finlayson,9,Snr,PORT,2014 National,85,27,none,none,RUC/FWD,84.5,42.05,0,13.55555556,0,65.36363636,0,71.2,0,none,none,none,none,none,none,23,42.05,82.2,20,42.05,81.45,13,8.692307692,76.76923077,15,12.93706907,79.06666667,23,82.2,14,75.1,1,19.9
CD_I280965,Steele Sidebottom,15,Snr,COLL,2008 National,11,32,none,none,MID,none,3.409090909,0,0.307692308,0,7.888888889,0,13,0,0,0,none,none,none,none,26,36.61904762,88.3,25,3,83.88,21,36.61904762,83.57142857,9,23.73665335,87.77777778,23,87.3,26,85.6,22,86.8
CD_I997230,Tyson Stengle,7,Snr,GEE,2016 Rookie,6,24,none,none,FWD,none,0.454545455,0,0.25,0,0.7,0,0.6,0,1,0,none,none,none,none,25,5.321637427,82.36,25,0.52,82.36,zero,zero,zero,12,5.321637427,79.08333333,2,74,zero,zero,2,64.1
CD_I1002259,Lochie O'Brien,6,Snr,CARL,2017 National,10,23,73.4,84 [NAB League],MID,71.66666667,0,1.052631579,0,1.444444444,0,0.7,0,0,none,none,none,none,none,none,19,0,80.6,19,0,80.42105263,5,0,80.6,1,0,67,17,76.2,18,76.3,none,none
CD_I993828,Rhys Mathieson,8,Snr,BL,2015 National,39,26,none,none,MID/FWD,114.25,48.66666667,0,none,none,48.66666667,0,50,0,31,0,none,none,none,none,13,44.25,81,8,44.25,67.875,11,32.4,61.63636364,1,22.22222222,81,9,73.2,13,73.6,13,73.7
CD_I999326,Brad Close,4,Snr,GEE,2019 Rookie,14,24,none,71 [SANFL League],FWD,none,0,0,0,0,0,0,0,0,0,0,none,none,none,none,25,0,83,25,0,83,22,0,80.77272727,8,0,76.5,none,none,none,none,none,none
CD_I270963,Rory Sloane,15,Snr,ADEL,2008 National,44,33,none,none,MID,none,47,0,47,0,none,none,none,none,none,none,none,none,none,none,24,77.38888889,88.1,4,47,74.25,18,77.38888889,82,12,56.21921222,76.83333333,22,78.6,12,80,24,79.5
CD_I290746,Scott Lycett,13,Snr,PORT,2010 National,29,30,none,none,RUC,75,93,0,93,0,none,none,none,none,none,none,none,none,none,none,25,93,81.4,4,93,81.25,20,76.45,78.9,15,82.16511717,79.73333333,18,81.2,25,76.3,1,54.6
CD_I1002312,Zac Bailey,6,Snr,BL,2017 National,15,23,69.4,85 [SANFL U18s],MID/FWD,none,21.33333333,0,25.23076923,0,15,0,14.4,0,21,0,none,none,none,none,24,27.125,81.375,24,21.29166667,78.91666667,24,27.125,81.375,19,0,78.05263158,15,70.4,12,79.6,none,none
CD_I999827,Zac Fisher,7,Snr,CARL,2016 National,27,24,83.9,69 [WAFL League],FWD,none,12.77272727,0,4.818181818,0,20.72727273,0,21.8,0,none,none,none,none,none,none,22,21.9,80.09090909,22,12.77272727,80.09090909,10,21.9,79.3,8,3.90625,75.5,21,79,17,75.6,17,69.9
CD_I1004998,Todd Marshall,7,Snr,PORT,2016 National,16,24,31.4,67 [NAB League],FWD,none,1.80952381,0,3.454545455,0,0,0,0,0,none,none,none,none,none,none,21,1.80952381,87.14285714,21,1.80952381,87.14285714,20,0.857142857,72.25,14,0.793650794,76.07142857,10,74.3,7,60.4,3,73.5
CD_I1000223,Liam Baker,6,Snr,RICH,2017 Rookie,18,25,77,72 [WAFL League],DEF/FWD,none,7.136363636,4.409090909,5.545454545,3.090909091,8.727272727,5.727272727,0,7,0,0,none,none,none,none,23,8.636363636,83.34782609,23,6.826086957,83.34782609,22,8.636363636,83.13636364,20,0.543478261,77.3,19,76.5,3,73.2,none,none
CD_I1001028,Jack Silvagni,8,Snr,CARL,2015 National,53,25,none,none,FWD,none,14.14285714,0,12,0,16.09090909,0,12.4,0,none,none,none,none,none,none,21,14.14285714,79.4,21,14.14285714,78.85714286,15,7.533333333,76.26666667,3,0,55,17,79.4,15,78.5,20,75.5
CD_I1009191,Miles Bergman,4,Snr,PORT,2019 National,14,21,none,75 [NAB League],MID,61.83333333,0,0,0,0,0,0,0,0,none,none,none,none,none,none,21,0,76.47619048,10,0,75.6,21,0,76.47619048,zero,zero,zero,none,none,none,none,none,none
CD_I295203,Nathan Broad,8,Snr,RICH,2015 National,67,29,none,none,DEF,none,0,15.5,0,12.09090909,0,18.90909091,0,11.4,0,20,none,none,none,none,24,0.935362278,92.25,23,0,88.34782609,14,0,90.5,16,0.935362278,92.25,24,83,18,82.1,10,77.9
