fixedPlayerID,fixedBackgroundName,fixedBackgroundSeason,fixedBackgroundList,scProjectionMiddle,scKeeper,scPricePrice,scPricePricedat,scPriceMMrating,scDraftRank,scKeeperRank,,scBackgroundIcon1,scBackgroundIcon2,scBackgroundIcon3,scComment,scShort,scPreseasonGame1,scPreseasonGame2,scPreseasonGT,scPositionRankonprice,scPositionRankon2022average,scPositionRankonPPM,scPositionRankonlast5,scPositionRankoncareerhigh,scPrice150k,scPrice85,scPricecareerhigh,scConsistencyHigh,scConsistencyLow,scConsistency120,scConsistency100,scConsistency90,scConsistency70,scConsistency50tog,scConsistency CBAHigh,scConsistency CBALow,scConsistency CBA120,scConsistency CBA100,scConsistency CBA90,scConsistency CBA70,scConsistency CBA50tog,scConsistency KIHigh,scConsistency KILow,scConsistency KI120,scConsistency KI100,scConsistency KI90,scConsistency KI70,scConsistency KI50tog,scSplitsRegular,scSplitsVregular,scSplitsH1,scSplitsVH1,scSplitsH2,scSplitsVH2,scSplitsLast5,scSplitsVLast5,scSplitsFinals,scSplitsVfinals,scSplitsExlowest,scSplitsVexlowest,scBestAverage,sc2022Average,sc2021Average,sc2020Average,sc2019Average,sc2018Average,sc2017Average,scBestRank,sc2022Rank,sc2021Rank,sc2020Rank,sc2019Rank,sc2018Rank,sc2017Rank,scBest100GT,sc2022100GT,sc2021100GT,sc2020100GT,sc2019100GT,sc2018100GT,sc2017100GT,scBestTrend,sc2022Trend,sc2021Trend,sc2020Trend,sc2019Trend,sc2018Trend,sc2017Trend,scStatDisposals,scStatEfficiency,scStatContested,scStatClangers,scStatTackles,scStatValue,scStat22Disposals,scStat22Efficiency,scStat22Contested,scStat22Clangers,scStat22Tackles,scStat22Value,scStatLabel
CD_I1006121,Zak Butters,5,Snr,105,120,529400,96,Low,M25/F5,M14/F2,,2,12,17,"It was apparent from early in his career that Butters was going to be a star of the comp one day. Unfortunately, it's meant a lot of coaches have backed him in for a breakout in Fantasy for two years now and been let down. However, he's had excuses. A bad ankle injury kept him to just 10 games in 2021, but that included a 163 in Round 2, and 96 before getting injured midway through the 3rd quarter in Round 4. Last season was a mix of big scores when given midfield time (4 scores over 120 when averaging 48% CBAs), low scores (5 under 70 from 33% CBAs) and injuries (MCL injury when on 68 before half time, the headknock with Jonas in the last qtr). However, when he had full fitness and played in the right role, he showed he can be a top 6 forward after all, averaging 116 in his last 5 games. The forward line is getting crowded with a number of great starting options and Butters takes on more risk - role and injury due to his bash-and-crash nature - than the others. However, I'm a believer and think he can be a 110+ averaging forward this season, which would make him a great pick at this price.",We've waited 2 years for the Fantasy breakout and his 116 in the last 5 of 2022 could be a sign of things to come,none,none,none,4,5,7,2,5,123,1,0,136,52, 4 / 20, 11 / 20, 8 / 20, 5 / 20, 1 / 20,59,44,47.75,46.27272727,32.5,32.6,9,0,0,0,0,0,0,0,96.15,0,92.72727273,3,100.3333333,-4,115.6,-20,none,none,98.47368421,-2,96.15,96.15,79.58333333,85.82352941,60.52631579,none,none,133,64,164,111,290,none,none,124.2248062,111.498708,97.50271444,91.10915493,75.47830962,none,none,0,16.56666667,-6.240196078,25.29721362,none,none,none,22.15,75.05267548,40.28166526,2.8,3.75,0.5,20.35798074,70.28924512,43.39027832,3.038980488,4.25614499,1.318991781,Goals
CD_I293713,Brandon Ellis,12,Snr,99,100,506500,92,Low,D13/M40,D28/M67,,2,7,0,"Ellis has the Fantasy game that is capable of putting up some monster scores. He had 4 scores over 120 last year, following his 6 over 110 in 2021. He's gained defender status for 2023, which keeps him in the discussion as there aren't many defenders with that scoring ability. His kick-in rate increased as the season went on which lead to higher scoring. However, as the Suns become more competitive, there are less slow plays where Ellis is the beneficiary of some easy plus 6ers. He'll likely have some high scoring games again in 2023, but mixed with some low scores (11 games sub-90 in 2022). He'll be a level below the top 6 in Fantasy.","High ceiling and defender status makes him relevant in 2023, but I've got him just below the top 6 given his inconsistency",none,none,none,23,21,35,1,15,119,10,-5,149,54, 4 / 21, 6 / 21, 11 / 21, 5 / 21, 0 / 21,0,0,0,0,0,0,none,70,0,42.5,37.5,10.63636364,1.8,none,92,0,84.66666667,7,101.7777778,-10,118.5,-27,none,none,93.9,-2,97.2173913,92,89.55555556,83.875,82.17391304,71.38888889,87.32,121,82,95,122,112,172,62,114.0155353,97.51351351,113.8140162,104.8299566,90.37616023,92.97365119,98.05825243,-5.217391304,2.444444444,5.680555556,1.701086957,10.78502415,-15.93111111,1.956363636,21.9047619,75.75576612,29.80642955,2.476190476,2.238095238,4.666666667,25.11622807,80.7235179,28.70226389,3.141985646,2.327352472,7.156419458,Intercepts
CD_I998145,Sean Darcy,7,Snr,109,117,562200,102,Fair,R4,R3,,2,17,15,"After finishing 2021 as a top 2 ruck and one of the best scorers in SuperCoach, Darcy had a disappointing 2022. It started in the preseason where nothing went right. He broke a thumb, had sore groins and then an Achilles injury that kept him out of the first practice match and Round 1. It's the second interrupted preseason in a row for Darcy after his knee injury in 2021 and it showed, struggling in his AAMI game and being named emergency in Round 1. He looked more of his 2021 self post bye, but still lacked the scoring power of 2021. His season high of 178 came from 89% CBAs, and this is the CBA level we'd love him to be consistently. He's been a 68%-73% CBA ruckman the last two years, largely due to the interrupted preseasons. The hope of that reaching 80%+ took a hit in the preseason with the recruitment of Luke Jackson, who you'd think will ruck more than Rory Lobb did last season. Lobb averaged 20%, which isn't a heap, it was more Meek who took over 60% when playing. Meek is gone so the outlook for Darcy might not be as grim as some are predicting. I think he'll ruck 70% which is more than what he did in 2021, so don't rule him out of being a top 2 ruck heading into his peak-ruck period of season 7.","Ready to breakout after 2 interrupted preseasons in a row, however the arrival of Jackson will put a cap on that",none,none,none,4,6,8,6,1,129,12,-16,178,51, 6 / 21, 8 / 21, 7 / 21, 3 / 21, 0 / 21,95,82,75.33333333,77.125,64.14285714,78,none,0,0,0,0,0,0,none,102.1052632,0,101.2,1,103.1111111,-1,96.4,6,93.5,9,103.8,-2,118.047619,101.2857143,118.047619,78.2,74.18181818,74,78.75,19,36,7,162,171,159,109,145.8235294,107.6009501,115.7647059,83.15450644,81.13045347,86.35294118,99.40546968,-16.76190476,-16.76190476,39.84761905,4.018181818,0.181818182,-4.75,none,14.14285714,67.02560223,62.15147552,3.380952381,2.619047619,11.28571429,16.13636364,58.46452845,63.64289849,3.5,2.340909091,11.04545455,HO to Adv
CD_I992644,Braydon Preuss,9,Snr,105,105,506000,92,Low,R5,R8,,2,14,0,"Is there a 28 gamer that has had more airtime in SuperCoach than Braydon Preuss? After missing his full first season at the Giants, many were relying on Preuss to be their R2 in 2023. On face value, he was a success when he played, averaging 100 points per full game played. While he did make a lot of cash for owners, tIt was the fact he only played 10 games and got injured/suspended/dropped at the wrong time all year. Sadly, this has been the consistent story for Preuss his entire career. There's no doubt he's a very good SuperCoach scorer when on the park, but he's become too hard to trust. When he was priced in the 60s as he has been for his entire career, then it was a risk worth taking. But now that he's priced at 92, I'd rather start with a ruck with equal upside and less downside (i.e. English and Marshall).","2nd amongst rucks for PPM in 2022, unfortunately it's the M that we can't trust him playing every week",none,none,none,11,11,1,14,11,119,-12,0,120,17, 0 / 10, 6 / 10, 3 / 10, 2 / 10, 1 / 10,93,18,none,72.33333333,56.33333333,48.5,18,0,0,none,0,0,0,0,91.9,0,110,-18,64.75,27,80.66666667,11,none,none,100.2222222,-8,91.9,91.9,zero,62.66666667,67.42857143,zero,63.125,167,85,none,279,227,none,192,133.9650146,124.7813411,zero,87.20930233,73.38424288,zero,91.81446112,0,29.23333333,none,-4.761904762,4.303571429,none,none,12.4,52.21867215,61.98319328,4.4,2.6,11.4,16.13636364,58.46452845,63.64289849,3.5,2.340909091,11.04545455,HO to Adv
CD_I298174,Toby Nankervis,10,Snr,94,97,531100,96,Full,R11,R14,,3,0,0,"Nank has been a consistent ruck since arriving at the Tigers, averaging between 89 and 98 in 5 of the past 6 seasons. That's nice to rely on in Draft, but he's never going to be the top 2 ruck we're hunting for in Classic.",Between 89 and 98 in 5 of the past 6 season so hard to see that changing,none,none,none,7,7,3,9,7,124,-3,-2,158,37, 6 / 23, 9 / 23, 9 / 23, 3 / 23, 0 / 23,72,70,74.33333333,74.55555556,65.22222222,52,none,0,0,0,0,0,0,none,96.45454545,0,99.63636364,-4,93.27272727,3,92.4,4,128,-32,100.5909091,-5,97.82608696,97.82608696,93.5625,93.90909091,72.25,97.04347826,88.125,115,51,66,80,191,39,60,133.6351876,116.2130863,108.9795918,119.5019405,104.077762,106.482593,104.4524669,0,4.263586957,-0.346590909,21.65909091,-24.79347826,8.918478261,12.55357143,17.13043478,62.59745688,54.47336747,4.826086957,3.739130435,8.043478261,16.13636364,58.46452845,63.64289849,3.5,2.340909091,11.04545455,HO to Adv
CD_I998659,Luke Ryan,7,Snr,102,103,531600,97,Low,D8,D21,,2,29,0,"The former mature aged draftee has been a consistent SuperCoach defender since debuting, however outside of his B&F and AA 2020 season, has always been a level below the top 6 defenders. An elite user of the ball (88% disposal efficiency) with a high kick-to-handball ratio and a nice marking game, he has the attributes to go big and does so every so often, highlighted by a 156 last season. However, I feel he’ll give up a few extra touches to Hayden Young this year and likely remain that level below the top 6.","A consistent defender since debuting, however might be capped as Hayden Young becomes more prominent",none,none,none,14,12,26,8,5,124,11,-10,156,50, 6 / 24, 11 / 24, 10 / 24, 4 / 24, 0 / 24,0,0,0.833333333,0.454545455,0,0,none,70,67,62.16666667,69.54545455,49.4,50.75,none,96.54545455,0,94.07692308,3,100.1111111,-3,109.8,-13,122.5,-26,100.826087,-4,107.2941176,98.70833333,99.26315789,107.2941176,95.83333333,90.25,76.81818182,59,48,45,24,54,64,115,116.9980757,102.1078431,98.86837403,96.13534317,93.3048433,91.87574671,92.50614251,-8.585784314,-0.554824561,-8.030959752,11.46078431,5.583333333,13.43181818,none,21.625,87.98973485,28.57172975,2.291666667,1.875,6.041666667,25.11622807,80.7235179,28.70226389,3.141985646,2.327352472,7.156419458,Intercepts
CD_I296294,Blake Acres,10,Snr,79,80,456100,83,Full,M90,M153,,3,7,0,"A much-improved season in real life and in Fantasy and now finds himself at the Blues where he should have a wing to himself. Wingmen don't score premium-mid SuperCoach numbers, so while he could match his career high, he's not going to be in the conversation.",Wingmen are capped to the 90 mark in SuperCoach so this is the best he'll be,none,none,none,62,62,55,66,50,110,-7,-5,127,36, 2 / 20, 5 / 20, 14 / 20, 5 / 20, 0 / 20,0,0,0,0,0.285714286,0,none,0,0,0,0,0,0,none,82.83333333,0,88.41666667,-5,71.66666667,11,78.8,4,94.5,-12,86.52631579,-4,88.41666667,84,64.11111111,84.42857143,70.78947368,88.41666667,75,187,142,300,119,198,74,122,112.3464634,107.2094469,83.7914024,112.091222,92.84936479,102.2871665,99.74391805,-4.416666667,19.88888889,-20.31746032,13.63909774,-17.62719298,13.41666667,-0.375,21.7,74.97051883,28.66131619,3.6,2.7,1.8,28.83718956,70.44127769,46.78371283,3.968325922,5.324824605,6.468673419,Clearances
CD_I280078,Luke Shuey,14,Snr,94,94,472800,86,Low,M52,M105,,3,18,0,"At his best, the West Coast captain can easily eclipse his price, being 20 points less than his 2019 season. Unfortunately, he's struggled with soft tissue injuries since then, playing just 37 games in 3 years at less than 70% game time. His PPM is still good enough, but you can't trust the 32 year old in your Classic team.",37 games in 3 years at less than 70% game is too risky for a 32-year-old,none,none,none,54,57,25,60,16,113,-14,-20,107,65, 0 / 17, 2 / 17, 10 / 17, 2 / 17, 0 / 17,73,91,none,69,66.8,82.5,none,0,0,none,0,0,0,none,85.88235294,0,89.42857143,-3,83.4,3,83.4,3,none,none,87.1875,-1,106.0869565,85.88235294,89.85714286,93,101.0416667,94.5,98.56521739,67,126,93,83,37,52,28,135.2688172,120.8855472,131.827957,123.3388704,127.9350105,111.5335868,125.1533742,-20.20460358,-3.974789916,-3.142857143,-8.041666667,6.541666667,-4.065217391,-7.52173913,21.41176471,72.9232109,42.47333768,4.058823529,5.882352941,5.764705882,28.83718956,70.44127769,46.78371283,3.968325922,5.324824605,6.468673419,Clearances
CD_I997078,Mason Redman,8,Snr,104,109,510900,93,Low,D6,D9,,2,29,0,"Redman had a career best season in real life and in SuperCoach, bumping his average up from 76 to 93. However, it was highlighted by his 3 120+ scores including a 176. What caught the eye was his 127 average in wins. Unfortunately, the Bombers didn't win many games and his average was impacted by his 78 in losses. With the Bombers likely to improve in 2023 and Redman still just 25, we can expect him to increase his average again which would see him knocking on the door of the top 6 defenders. His inconsistency makes him a risk (6 sub-70 scores), but he'll be a super unique option for anyone willing to take a punt.",Averaged 127 in wins in 2022 which catches the eye given Essendon should be winning a lot more this season,none,none,none,17,19,16,43,19,120,2,0,176,47, 3 / 20, 8 / 20, 9 / 20, 6 / 20, 1 / 20,0,0,0,0,0,0,0,36,20,22.33333333,29.5,24.55555556,25,25,92.8,0,84.1,9,101.5,-9,82.2,11,none,none,95.21052632,-2,92.8,92.8,76,61.46153846,69.35,81.5,zero,158,78,191,293,210,105,none,116.6561911,106.9767442,85.63251288,72.75579151,84.31013431,108.3776596,zero,0,16.8,14.53846154,-7.888461538,-12.15,47.16666667,none,21.2,83.31442056,25.63330687,2.7,2.2,5.4,25.11622807,80.7235179,28.70226389,3.141985646,2.327352472,7.156419458,Intercepts
CD_I294877,Isaac Smith,13,Snr,78,78,436300,79,Full,M92/F39,M167/F102,,3,7,18,"Smith has been a consistent 80-90 player for the majority of his career. His forward status gives him some relevance in Draft but with the amount of quality options up forward, the 34-year-old isn't a consideration in Classic.",80-90 isn't bad for a forward but not with the other quality ones out there,none,none,none,31,28,11,9,11,107,-8,-12,156,26, 2 / 24, 5 / 24, 17 / 24, 7 / 24, 0 / 24,0,0,0,0,0.176470588,0.428571429,none,0,14,0,1.6,12.94117647,19.85714286,none,79.23809524,0,75.75,3,83.88888889,-5,97.5,-19,89,-10,82.82608696,-4,90.69565217,80.45833333,90.69565217,74,83,83.375,84.72727273,178,162,84,192,106,94,74,108.1856686,103.7612839,109.8409543,98.54014599,100.1737835,104.7841307,110.911271,-10.23731884,-10.23731884,16.69565217,-9,-0.375,-1.352272727,3.393939394,21.54166667,72.67590779,19.67249457,2.875,1.291666667,0.625,20.35798074,70.28924512,43.39027832,3.038980488,4.25614499,1.318991781,Goals
CD_I260257,Scott Pendlebury,18,Snr,89,90,520700,95,Overs,M65,M112,,3,5,18,"After 13 seasons in a row averaging at least 100, Pendlebury put up his 2nd 90s average in a row to show that he is finally slowing down. He was still asked to play a prominent role in the Pies' midfield, attending 61% of their centre bounces. This is more of a sign of the lack of depth in the Pies' midfield last season. However, with the arrival of Tom Mitchell and hopefully a healthy Taylor Adams, I expect we might see Pendles taking a step back in 2023. This could mean he gets DPP at some stage during the season, but I think we won't see an increase in scoring from the 35-year-old.",Likely to take a step back which might mean DPP at some stage but unlikely to increase his scoring,none,none,none,37,31,61,50,1,122,9,-35,130,62, 3 / 24, 12 / 24, 9 / 24, 2 / 24, 0 / 24,82,81,71.33333333,63.83333333,68,72,none,0,11,4.333333333,14.25,7.555555556,5.5,none,94.57142857,0,93.5,2,96,-1,88.6,6,115,-20,98.65217391,-4,129.76,97.125,90.44444444,105,105.0416667,99.84,106.6875,6,58,86,34,24,35,16,159.8029557,102.4764735,107.8069553,119.3136472,126.0076582,121.4374226,132.804878,-32.635,6.680555556,-14.55555556,-0.041666667,5.201666667,-6.8475,-11.99431818,23.125,75.11718777,40.55452168,2.958333333,4.666666667,3.375,28.83718956,70.44127769,46.78371283,3.968325922,5.324824605,6.468673419,Clearances
CD_I1009528,Tom Green,4,Snr,112,120,534600,97,Low,M15,M15,,2,17,12,"Green has steadily improved in each of his 3 seasons, however the Giants' midfield logjam has stopped him from really breaking out. Arriving into the league as a highly-touted, Cripps/Oliver type, he clearly needed some time to get his fitness up to AFL standard, playing just 66% and 71% in his first 2 seasons. However, his contested rate and efficiency has always been in line with the top SuperCoach midfielders, he just needed more opportunity to win the ball. He looked like a man last season and his 82% TOG was a great sign. However, his 58% CBAs was not. He had his chances early in the season and looked good, but reduced his midfield time as the year went on. With Hopper and Taranto gone, Green is the obvious beneficiary and should see his CBAs jump to over 70% in 2023. That should be enough for him to gain an extra 4 touches per game and than really be in line with the top 8.","The obvious beneficiary of Hopper and Taranto leaving and if he gains an extra 4 touches per game while maintaining his elite contest and efficiency rate, he could well be a top 10 mid",none,none,none,31,32,58,57,32,124,9,0,164,49, 3 / 21, 11 / 21, 6 / 21, 4 / 21, 0 / 21,53,27,56.66666667,60.45454545,48.66666667,45,none,0,0,0,0,0,0,none,97.0952381,0,108.0909091,-11,85,12,85.75,11,none,none,99.5,-3,97.0952381,97.0952381,77.22222222,72.66666667,none,none,none,124,59,182,202,none,none,none,118.9614936,103.9673279,98.58934169,99.24623116,none,none,none,0,19.87301587,4.555555556,none,none,none,none,24.33333333,70.50036147,48.72103063,4.333333333,4.238095238,5,28.83718956,70.44127769,46.78371283,3.968325922,5.324824605,6.468673419,Clearances
CD_I271072,Daniel Rich,15,Snr,92,92,531200,96,Overs,D29,D51,,3,18,29,"After a career best Fantasy year in 2021 in his 13th season, Rich returned to the 90s guy he's been for the majority of his career. That's not enough to consider the 32-year-old.",32 and back to scoring in the mid-90s,none,none,none,15,15,20,21,5,124,7,-11,135,49, 3 / 22, 10 / 22, 11 / 22, 3 / 22, 1 / 22,0,0,0,0,0,0,0,55,31,63,63.6,66.45454545,59,31,96.47368421,0,99.23076923,-3,90.5,6,89.75,6,87.66666667,8,97.47619048,-1,107,95.27272727,107,92.86666667,97,78.88888889,91.45454545,61,67,26,85,48,126,50,128.9156627,105.2661706,117.8714859,106.7644662,102.254902,89.8241206,91.52542373,-11.72727273,-11.72727273,14.13333333,-4.133333333,18.11111111,-12.56565657,5.787878788,23.09090909,82.90142185,27.70368101,2.318181818,1.590909091,4.954545455,25.11622807,80.7235179,28.70226389,3.141985646,2.327352472,7.156419458,Intercepts
CD_I291783,Dylan Shiel,12,Snr,94,95,509100,92,Fair,M53,M87,,3,0,0,"After a shocking 2021 where he lost his place in Essendon’s first-choice midfield mix, Shiel bounced back somewhat to average 92. After the bye he returned to be a high CBA player and averaged 110. He's never been a 110 scoring midfielder and while if he can maintain this role then under Scott he may be under priced, I'd be very surprised if he has a career best SuperCoach season at age 30.",Hard to see him repeating the 110 post bye from 76% CBAs,none,none,none,41,41,42,10,23,120,-5,-11,145,37, 3 / 19, 7 / 19, 8 / 19, 4 / 19, 1 / 19,77,53,81,74.14285714,68,67.25,53,0,0,0,0,0,0,0,92.47368421,0,76.8,15,109.8888889,-18,111,-19,none,none,95.55555556,-4,102.7857143,92.47368421,72.25,102,97.72727273,87.91304348,93.4,88,80,220,50,45,77,42,135.7803359,113.8494318,90.25641026,127.9239766,124.9132547,114.5431145,125,-10.31203008,20.22368421,-29.75,4.272727273,9.814229249,-5.486956522,-5.513043478,22.94736842,76.11969933,43.03214622,2.473684211,4.526315789,6.052631579,28.83718956,70.44127769,46.78371283,3.968325922,5.324824605,6.468673419,Clearances
CD_I1012807,Sam Berry,3,Snr,91,108,478700,87,Fair,M59,M40,,3,8,0,"Sam Berry was given every chance to succeed in 2022, playing prime midfield minutes over the likes of leadership group member Ben Keays and former B&F winner Matt Crouch. This shows Adelaide must rate him highly, and he showed a great amount of improvement. He led the comp in tackles per game, which is a great achievement for a 21-year-old in his first full season in the midfield. Normally the leading tacklers are SuperCoach studs, however his 17.6 disposals per game are a long way off what they need to be to be a relevant SuperCoach midfielder. His contested rate is also above that of SuperCoach elite mids and with another preseason he should improve again, but I doubt it's by enough to make him a decent pick in SuperCoach.","Crows love him with 76% CBAs post bye and led comp in tackles per game, just needs to win more of it to be relevant as a mid-only",none,none,none,49,52,36,38,52,114,-10,0,140,65, 2 / 18, 3 / 18, 13 / 18, 2 / 18, 0 / 18,91,41.5,89,81.33333333,62.23076923,41.5,none,0,0,0,0,0,0,none,86.94444444,0,78,9,94.1,-7,94.8,-8,none,none,89.6875,-3,86.94444444,86.94444444,46,none,none,none,none,200,117,467,none,none,none,none,119.7398623,116.1438409,59.6390484,none,none,none,none,0,40.94444444,none,none,none,none,none,17.61111111,67.36070637,52.79217021,4.444444444,9.5,4.611111111,28.83718956,70.44127769,46.78371283,3.968325922,5.324824605,6.468673419,Clearances
CD_I298630,Kyle Langford,9,Snr,0,0,362800,66,Overs,M232/F260,M233/F260,,0,0,0,0,0,none,none,none,75,77,37,63,16,93,-8,-21,107,4, 0 / 9, 2 / 9, 6 / 9, 4 / 9, 1 / 9,7,0,none,35,10.33333333,1.5,0,0,0,none,0,0,0,0,65.88888889,0,4,62,73.625,-8,68,-2,none,none,73.625,-8,86.76470588,65.88888889,86.76470588,81.3125,71.88888889,80.4375,58.66666667,202,290,110,141,193,115,219,105.8388158,88.23529412,104.0282686,102.9466967,89.99855887,105.6578947,82.01530612,-20.87581699,-20.87581699,5.452205882,9.423611111,-8.548611111,21.77083333,-3.921568627,13.77777778,61.50914407,35.415641,2.222222222,2.444444444,1.111111111,20.35798074,70.28924512,43.39027832,3.038980488,4.25614499,1.318991781,Goals
CD_I295898,Tim Kelly,6,Snr,101,106,476100,86,Unders,M35,M44,,3,15,0,"The sky looked the limit after his 92 and 104 in his first two seasons in the comp. However, he’s put up back-to-back 80s since moving to West Coast. I was pretty bullish on him last season following reports he was back in career best condition, however early season Covid and then the West Coast struggles meant he had another disappointing season. At 28, he should be at his peak, meaning averaging 104 again isn't out of the question. However, he'd need to be a keeper to be a worthwhile selection at that price in SuperCoach, and I doubt he will suddenly put up 110.","Due for a bounceback after back-to-back mid-80s, but needs to hit 110 to be a worthy selection which I doubt he can do",none,none,none,51,54,63,63,21,114,-1,-18,139,11, 2 / 17, 4 / 17, 8 / 17, 4 / 17, 0 / 17,86,67,86,82.75,80.5,82.5,none,0,0,0,0,0,0,none,86.47058824,0,90.66666667,-5,81.75,4,80.25,6,none,none,91.1875,-5,104.24,86.47058824,85.36842105,95.72222222,104.24,91.73913043,none,77,121,119,71,25,62,none,123.21513,101.7818959,108.1026334,113.2372432,116.8794326,102.8537455,none,-17.76941176,1.102167183,-10.35380117,-8.517777778,12.50086957,none,none,24.23529412,64.4383681,47.84282239,5.705882353,3.941176471,5.588235294,28.83718956,70.44127769,46.78371283,3.968325922,5.324824605,6.468673419,Clearances
CD_I298421,Jade Gresham,8,Snr,87,90,481800,88,Full,M69/F14,M113/F38,,3,0,0,"Looking back on my comments of past season guides, I've always had hope that Gresham will breakout. He'd teased us when given CBAs, averaging 90 after Round 10 in 2019 when introduced into the midfield, but then returned to a small forward role the following year. The Saints' midfield is very one paced and I thought someone crafty like Gresham should be used more in there. We saw that consistent midfield role come to fruition in 2022, however he underperformed from a scoring point of view, averaging 88 points from 60% CBAs. His disposal efficiency, effective rate, clangers and tackles were all below the top 6 forwards, which isn't a good sign for his future SuperCoach prospects. It's unknown where he will play under Ross, but I've now seen enough to know that he's a better player in real life than in SuperCoach and I doubt he'll trouble the top 6 forwards.",Finally saw consistent CBAs (60%) but scoring was a bit off the top 6 and future role under new coach is unknown,none,none,none,13,14,18,109,14,115,3,1,125,49, 1 / 18, 7 / 18, 10 / 18, 4 / 18, 0 / 18,63,37,63,64.14285714,56.6,44.75,none,0,0,0,0,0,0,none,87.5,1,93.72727273,-6,77.71428571,10,56,32,none,none,89.76470588,-2,87.5,87.5,68.66666667,81.54545455,84.05263158,79.13636364,66.31818182,189,109,252,138,101,123,168,124.0963855,100.6004003,131.9277108,100.3855279,102.042131,86.21908127,82.57575758,0,18.83333333,-12.87878788,-2.507177033,4.916267943,12.81818182,4.984848485,23.27777778,65.79251754,42.97139307,3.722222222,3.166666667,0.888888889,20.35798074,70.28924512,43.39027832,3.038980488,4.25614499,1.318991781,Goals
CD_I298268,Liam Duggan,9,Snr,83,83,435200,79,Fair,D52,D87,,3,0,0,"Outside of his 2020 season where he was used in the midfield in the absence of Shuey and Yeo, Duggan had a career high SuperCoach season, averaging 83 points per game. His 101 in the his last 5 games caught the eye, however, a lot of it was with how West Coast faired last season and they played a lot of slow football down back to control the scoreboard. I doubt they will play the same way in 2023 and while he should be in his peak at 26, mid-80s appear about him, which won't be enough to see him be a top 6 defender.","Should be in his peak and mid-80s appear about that, which won't be enough to see him be a top 6 defender",none,none,none,55,56,25,14,43,106,-7,-4,139,36, 2 / 20, 4 / 20, 14 / 20, 7 / 20, 0 / 20,0,0,0,0.75,4.214285714,2.285714286,none,18,0,9,14.75,4.5,6.285714286,none,79.05,0,67.8,11,90.3,-11,101.2,-22,none,none,81.31578947,-2,83.29411765,79.05,78.07692308,83.29411765,65,69.95833333,61.7,225,175,172,125,251,185,200,102.3270055,102.3270055,92.89940828,99.61069736,79.50558214,81.23515439,82.02531646,-4.244117647,0.973076923,-5.21719457,18.29411765,-4.958333333,8.258333333,6.271428571,20.4,74.58614662,25.40680355,2.65,1.65,4.6,25.11622807,80.7235179,28.70226389,3.141985646,2.327352472,7.156419458,Intercepts
CD_I290629,Dyson Heppell,13,Snr,84,86,481000,87,Full,D48/M80,D69/M130,,3,18,0,"Heppell averaged 99 in his first season in defence in 2021 but dropped to 87 which was surprising as I thought he would improve in his second season in the role with more confidence. However, the Bombers are full of distributors down back, with Redman, Ridley, Hind and D'Ambrosio all very good kicks of the football and Heppell, a career 63% kicking efficiency, took a back seat. I doubt he'll gain more usage down there, especially with McGrath touted to return to defence. So despite his discount to his best, I think he'll be an 80s guy going forward.",Dropped his average in his second season in defence as he took a back seat to the plethora of Bomber distributors and hard to see that changing in 2023,none,none,none,35,35,28,31,5,115,1,-20,143,42, 1 / 22, 6 / 22, 12 / 22, 2 / 22, 0 / 22,0,0,0,0,0,0,none,9,6,9,7.166666667,8.416666667,3,none,87.36363636,0,87.36363636,0,87.36363636,0,85.2,2,none,none,89.52380952,-3,106.7727273,87.36363636,98.84210526,66,95.66666667,101.5909091,99.17391304,63,112,46,257,55,29,23,125.6149733,101.323043,109.6695226,66.23931624,116.7561614,120.6650831,121.5757576,-19.40909091,-11.4784689,32.84210526,-29.66666667,-5.924242424,2.416996047,-5.644268775,21.95454545,79.40339317,26.56424234,2.363636364,1.863636364,4.636363636,25.11622807,80.7235179,28.70226389,3.141985646,2.327352472,7.156419458,Intercepts
CD_I291861,Jed Anderson,12,Snr,78,78,440900,80,Full,M93/F40,M168/F103,,3,18,14,"Jed caught the eye in 2020 when he had one of the best points-per-minute in the comp (minimum two games) on his way to a 104. This included 4 scores over 140, including a 174. He never reached those heights again and the Roos moved on from him at the end of 2022. Now at the Suns, he is there as a depth midfielder who I still rate highly, but I doubt he'll ever get the midfield opportunities he had when he was a SuperCoach relevant player (62%).",0,none,none,none,28,29,4,44,2,107,-15,-25,144,23, 2 / 14, 2 / 14, 11 / 14, 4 / 14, 1 / 14,52,5,50,50,36.81818182,30.75,31,0,0,0,0,0,0,0,80.07142857,0,79.83333333,0,80.25,0,75.75,4,none,none,84.46153846,-4,104.6666667,80.07142857,82,104.6666667,86.58823529,79.47619048,58.8,74,167,151,36,88,122,218,148.9563567,115.8730159,110.0591716,148.126186,115.2460984,109.1559371,77.76261937,-24.5952381,-1.928571429,-22.66666667,18.07843137,7.112044818,20.67619048,13.7,22,62.87093031,40.441958,3.928571429,4.142857143,0.214285714,20.35798074,70.28924512,43.39027832,3.038980488,4.25614499,1.318991781,Goals
