fixedPlayerID,fixedBackgroundName,fixedBackgroundSeason,draftHeight,draftWeight,draftU19games,draftU19average,draftU19last5,draftU19finals,draftU19highest,draftU19exlowest,draftU19rankgames,draftU19rankaverage,draftU19ranklast5,draftU19rankfinals,draftU19rankhighest,draftU19rankexlowest,draftlocalU19R1,draftlocalU19R2,draftlocalU19R3,draftlocalU19R4,draftlocalU19R5,draftlocalU19R6,draftlocalU19R7,draftlocalU19R8,draftlocalU19R9,draftlocalU19R10,draftlocalU19R11,draftlocalU19R12,draftlocalU19R13,draftlocalU19R14,draftlocalU19R15,draftlocalU19R16,draftlocalU19R17,draftlocalU19R18,draftlocalU19R19,draftlocalU19R20,draftState1sR1,draftState1sR2,draftState1sR3,draftState1sR4,draftState1sR5,draftState1sR6,draftState1sR7,draftState1sR8,draftState1sR9,draftState1sR10,draftState1sR11,draftState1sR12,draftState1sR13,draftState1sR14,draftState1sR15,draftState1sR16,draftState1sR17,draftState1sR18,draftState1sR19,draftState1sR20,draftState2sR1,draftState2sR2,draftState2sR3,draftState2sR4,draftState2sR5,draftState2sR6,draftState2sR7,draftState2sR8,draftState2sR9,draftState2sR10,draftState2sR11,draftState2sR12,draftState2sR13,draftState2sR14,draftState2sR15,draftState2sR16,draftState2sR17,draftState2sR18,draftState2sR19,draftState2sR20,draftPositionJunior,draftPlayerComp,draftRound1,afPrice40,afPrice60,afPrice80,scPrice40,scPrice60,scPrice80,
CD_I1023787,Charlie Clarke,1,Jnr,183,79,15,83,77,70,131,87,31,1,30,24,15,22,62,82,77,125,0,0,78,95,89,131,0,0,99,0,79,54,94,71,85,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium forward,Charlie Cameron,Medium,100000,277000,454000,102780,212820,322860
CD_I1023487,Lewis Hayes,1,Jnr,199,84,11,80,89,57,115,83,36,24,21,35,31,28,79,84,61,57,0,0,115,81,0,83,0,0,99,106,63,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key defender,Darcy Moore,Medium,102000,279000,456000,102780,212820,322860
CD_I1023544,Brayden George,1,Jnr,187,85,8,51,30,3,96,58,63,37,57,45,48,49,80,38,96,40,93,0,0,31,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium forward,Cam Zurhaar,Low,104000,281000,458000,102780,212820,322860
CD_I1023498,Cooper Vickery,1,Jnr,181,72,13,68,72,67,110,71,49,8,33,26,34,38,52,33,70,63,45,0,0,110,90,0,0,0,94,72,72,48,0,71,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small defender,Christian Salem,Low,106000,283000,460000,102780,212820,322860
CD_I1020104,Jakob Ryan,1,Jnr,189,79,8,106,0,110,117,94,5,37,58,6,29,12,94,111,0,105,101,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,79,0,0,0,0,0,0,Running defender,Nick Haynes,Medium,108000,285000,462000,102780,212820,322860
CD_I1023502,Coby Burgiel,1,Jnr,183,80,9,84,107,63,118,87,29,34,10,29,25,22,95,69,66,76,0,0,0,0,0,0,0,118,0,116,0,86,0,67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Brandon Ellis,Medium,110000,287000,464000,102780,212820,322860
CD_I1021353,Lachlan Cowan,1,Jnr,187,81,12,100,100,85,128,102,9,15,12,17,17,6,0,128,95,85,122,75,0,116,104,0,0,0,113,120,68,0,0,87,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Running defender,Tom Stewart,High,112000,289000,466000,102780,212820,322860
CD_I1023547,James van Es,1,Jnr,197,98,13,50,49,33,79,52,65,8,50,43,59,55,67,0,50,61,55,0,0,79,31,35,0,40,51,34,73,45,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key defender,Jacob Weitering,Medium,114000,291000,468000,102780,212820,322860
CD_I1023533,Jaxon Binns,1,Jnr,182,71,8,90,94,86,118,93,21,37,18,16,25,14,76,94,118,78,0,0,0,0,0,0,0,0,0,0,0,94,0,96,96,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wing,Ed Langdon,Medium,116000,293000,470000,102780,212820,322860
CD_I1022927,Hugh Davies,1,Jnr,196,90,3,70,72,0,72,66,43,63,33,46,65,41,66,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key defender,Jake Lever,Low,118000,295000,472000,102780,212820,322860
CD_I1027971,Toby McMullin,1,Jnr,183,82,7,44,32,45,73,50,69,44,56,40,64,58,0,0,0,0,0,0,0,65,0,0,0,56,0,0,0,8,53,26,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Brent Daniels,Low,120000,297000,474000,102780,212820,322860
CD_I1027959,Olli Hotton,1,Jnr,182,79,8,62,100,63,100,66,55,37,12,29,44,41,66,43,0,38,0,0,0,0,0,0,0,0,0,0,0,100,79,49,47,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Zac Bailey,Low,122000,299000,476000,102780,212820,322860
CD_I1021296,Tom McCallum,1,Jnr,193,82,13,55,59,29,99,59,59,8,43,44,45,48,0,91,38,27,99,77,40,35,81,0,0,0,50,57,69,0,0,46,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Running defender,Tom McCartin,Low,124000,301000,478000,102780,212820,322860
CD_I1023680,Henry Hustwaite,1,Jnr,195,84,12,74,95,55,105,77,41,15,16,36,39,31,71,39,81,70,89,0,0,63,68,70,0,0,92,0,105,87,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inside Mid,Scott Pendlebury,Medium,126000,303000,480000,102780,212820,322860
CD_I1023174,Jed Adams,1,Jnr,196,89,9,68,0,0,107,49,49,34,58,46,38,59,49,0,0,54,78,57,57,0,107,54,0,96,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key defender,Dylan Grimes,Low,126000,303000,480000,102780,212820,322860
CD_I1017087,Harvey Gallagher,1,Jnr,179,77,10,93,117,132,151,102,16,28,5,1,8,6,9,20,0,0,85,0,0,0,83,0,0,77,146,0,116,129,151,112,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Utility,Jayden Short,Low,130000,307000,484000,102780,212820,322860
CD_I1024096,Caleb Mitchell,1,Jnr,187,80,10,69,83,62,126,73,45,28,25,33,18,36,43,32,70,74,62,0,0,126,54,0,0,0,0,0,99,66,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wing,Isaac Smith,Low,132000,309000,486000,102780,212820,322860
CD_I1020695,Tom Emmett,1,Jnr,186,88,0,0,0,0,0,0,71,71,58,46,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,39,71,38,0,51,40,96,64,54,78,19,50,0,0,66,52,102,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium forward,Isaac Heeney,Low,134000,311000,488000,102780,212820,322860
CD_I1027701,Max Knobel,1,Jnr,206,91,12,48,49,51,79,52,67,15,50,38,59,55,45,0,37,10,39,0,0,73,79,0,0,0,55,53,49,37,0,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ruck,Ned Reeves,Low,136000,313000,490000,102780,212820,322860
CD_I1015329,Billy Dowling,1,Jnr,187,80,12,126,215,91,215,87,1,15,1,12,1,22,139,151,112,156,108,127,0,88,0,0,0,111,118,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Midfielder,Jack Macrae,Low,138000,315000,492000,102780,212820,322860
CD_I1015323,Isaac Keeler,1,Jnr,198,89,15,82,84,73,119,52,33,1,24,23,23,55,102,59,74,64,76,52,112,80,81,0,0,93,119,0,0,95,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key Forward,Rowan Marshall,Low,140000,317000,494000,102780,212820,322860
CD_I1017933,Alwyn Davey,1,Jnr,180,76,0,0,0,0,0,0,71,71,58,46,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Shai Bolton,Low,142000,319000,496000,102780,212820,322860
CD_I1023531,Jack O'Sullivan,1,Jnr,178,72,5,66,0,50,81,70,53,56,58,39,57,39,81,76,64,59,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,General Midfielder,Lachie Neale,Low,144000,321000,498000,102780,212820,322860
CD_I1020072,Harry Lemmey,1,Jnr,200,95,6,81,72,0,126,44,34,49,33,46,18,61,0,0,0,0,0,0,0,0,0,0,0,73,126,0,44,71,96,76,0,0,0,58,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,89,0,0,0,0,0,0,0,0,0,0,0,0,Key Forward,Sam Reid,Low,146000,323000,500000,102780,212820,322860
CD_I1008239,Joe Richards,1,Jnr,177,71,0,0,0,0,0,0,71,71,58,46,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Zac Bailey,Medium,148000,325000,502000,102780,212820,322860
CD_I1022999,Kaleb Smith,1,Jnr,180,79,6,70,78,0,93,44,43,49,29,46,51,61,44,0,0,0,0,0,0,49,0,0,0,93,0,0,0,0,0,74,79,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Running defender,Zach Tuohy,Low,150000,327000,504000,102780,212820,322860
CD_I1023534,Hugh Bond,1,Jnr,185,81,12,91,73,102,118,94,19,15,32,8,25,12,85,0,118,82,100,0,0,102,104,105,0,0,88,53,56,93,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inside Mid,Rory Laird,Low,152000,329000,506000,102780,212820,322860
CD_I1029261,Bailey MacDonald,1,Jnr,182,74,4,54,55,52,75,61,60,59,46,37,62,46,0,0,0,0,0,0,0,0,0,0,55,75,0,0,0,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Running defender,Changkuoth Jiath,Low,154000,331000,508000,102780,212820,322860
CD_I1019945,Phoenix Foster,1,Jnr,198,90,11,67,66,77,108,34,51,24,40,21,37,66,90,59,76,38,34,46,0,0,0,0,0,92,81,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key Forward,Rory Lobb,Low,154000,331000,508000,102780,212820,322860
CD_I1020066,Thomas Scully,1,Jnr,203,89,7,67,66,0,103,34,51,44,40,46,41,66,0,0,0,0,0,103,0,0,0,0,0,47,71,50,0,78,85,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key Forward,Harry McKay,Low,154000,331000,508000,102780,212820,322860
CD_I1017961,Jayden Davey,1,Jnr,180,78,0,0,0,0,0,0,71,71,58,46,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small forward,Charlie Cameron,Low,154000,331000,508000,102780,212820,322860
CD_I1023056,Steely Green,1,Jnr,179,75,0,0,0,0,0,0,71,71,58,46,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,62,0,80,45,62,49,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,62,0,81,0,General Midfielder,Dion Prestia,Low,154000,331000,508000,102780,212820,322860
CD_I1020979,Cooper Harvey,1,Jnr,180,80,8,83,68,98,121,93,31,37,37,10,22,14,53,113,73,94,0,0,0,0,0,0,0,14,0,0,0,121,96,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Josh Dunkley,Low,154000,331000,508000,102780,212820,322860
CD_I1023496,Noah Long,1,Jnr,178,74,4,69,103,83,103,90,45,59,11,18,41,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inside Mid,Brad Close,Low,154000,331000,508000,102780,212820,322860
CD_I1021276,Kyle Marshall,1,Jnr,201,84,15,50,50,0,81,9,65,1,49,46,57,70,57,60,51,40,38,41,50,48,79,0,0,33,55,0,49,9,60,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Key defender,Harris Andrews,Low,154000,331000,508000,102780,212820,322860
CD_I1023475,Blake Drury,1,Jnr,178,74,7,85,46,123,123,92,28,44,53,4,21,18,119,78,72,77,0,0,83,0,0,0,0,0,0,0,0,46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Jack Higgins,Low,154000,331000,508000,117680,227720,337760
CD_I1004069,Rhett Montgomerie,1,Jnr,190,86,0,0,0,0,0,0,71,71,58,46,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,110,45,81,63,54,70,0,100,0,82,71,65,58,84,68,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Running defender,Jeremy Howe,Medium,154000,331000,508000,117680,227720,337760
CD_I1023275,Seth Campbell,1,Jnr,182,74,13,89,83,80,179,91,22,8,25,20,2,19,0,93,70,67,179,100,78,83,78,0,0,0,70,71,109,0,0,78,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid forward,Zac Bailey,Low,154000,331000,508000,117680,227720,337760
